"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 07, 2018","2,681.66","2,690.95","2,727.67","2,681.33","-","-0.50%"
"Feb 06, 2018","2,695.14","2,614.78","2,701.04","2,593.07","-","1.74%"
"Feb 05, 2018","2,648.94","2,741.06","2,763.39","2,638.17","-","-4.10%"
"Feb 02, 2018","2,762.13","2,808.92","2,808.92","2,759.97","-","-2.12%"
"Feb 01, 2018","2,821.98","2,816.45","2,835.96","2,812.70","-","-0.06%"
"Jan 31, 2018","2,823.81","2,832.41","2,839.26","2,813.04","-","0.05%"
"Jan 30, 2018","2,822.43","2,832.74","2,837.75","2,818.27","-","-1.09%"
"Jan 29, 2018","2,853.53","2,867.23","2,870.62","2,851.48","-","-0.67%"
"Jan 26, 2018","2,872.87","2,847.48","2,872.87","2,846.18","-","1.18%"
"Jan 25, 2018","2,839.25","2,846.24","2,848.56","2,830.94","-","0.06%"
"Jan 24, 2018","2,837.54","2,845.42","2,852.97","2,824.81","-","-0.06%"
"Jan 23, 2018","2,839.13","2,835.05","2,842.24","2,830.59","-","0.22%"
"Jan 22, 2018","2,832.97","2,809.16","2,833.03","2,808.12","-","0.81%"
"Jan 19, 2018","2,810.30","2,802.60","2,810.33","2,798.08","-","0.44%"
"Jan 18, 2018","2,798.03","2,802.40","2,805.83","2,792.56","-","-0.16%"
"Jan 17, 2018","2,802.56","2,784.99","2,807.04","2,778.38","-","0.94%"
"Jan 16, 2018","2,776.42","2,798.96","2,807.54","2,768.64","-","-0.35%"
"Jan 12, 2018","2,786.24","2,770.18","2,787.85","2,769.64","-","0.67%"
"Jan 11, 2018","2,767.56","2,752.97","2,767.56","2,752.78","-","0.70%"
"Jan 10, 2018","2,748.23","2,745.55","2,750.80","2,736.06","-","-0.11%"
"Jan 09, 2018","2,751.29","2,751.15","2,759.14","2,747.86","-","0.13%"
"Jan 08, 2018","2,747.71","2,742.67","2,748.51","2,737.60","-","0.17%"
"Jan 05, 2018","2,743.15","2,731.33","2,743.45","2,727.92","-","0.70%"
"Jan 04, 2018","2,723.99","2,719.31","2,729.29","2,719.07","-","0.40%"
"Jan 03, 2018","2,713.06","2,697.85","2,714.37","2,697.77","-","0.64%"
"Jan 02, 2018","2,695.81","2,683.73","2,695.89","2,682.36","-","0.83%"
"Dec 29, 2017","2,673.61","2,689.15","2,692.12","2,673.61","-","-0.52%"
"Dec 28, 2017","2,687.54","2,686.10","2,687.66","2,682.69","-","0.18%"
"Dec 27, 2017","2,682.62","2,682.10","2,685.64","2,678.91","-","0.08%"
"Dec 26, 2017","2,680.50","2,679.09","2,682.74","2,677.96","-","-0.11%"
"Dec 22, 2017","2,683.34","2,684.22","2,685.35","2,678.13","-","-0.05%"
"Dec 21, 2017","2,684.57","2,683.02","2,692.64","2,682.40","-","0.20%"
"Dec 20, 2017","2,679.25","2,688.18","2,691.01","2,676.11","-","-0.08%"
"Dec 19, 2017","2,681.47","2,692.71","2,694.44","2,680.74","-","-0.32%"
"Dec 18, 2017","2,690.16","2,685.92","2,694.97","2,685.92","-","0.54%"
"Dec 15, 2017","2,675.81","2,660.63","2,679.63","2,659.14","-","0.90%"
"Dec 14, 2017","2,652.01","2,665.87","2,668.09","2,652.01","-","-0.41%"
"Dec 13, 2017","2,662.85","2,667.59","2,671.88","2,662.85","-","-0.05%"
"Dec 12, 2017","2,664.11","2,661.73","2,669.72","2,659.78","-","0.15%"
"Dec 11, 2017","2,659.99","2,652.19","2,660.33","2,651.47","-","0.32%"
"Dec 08, 2017","2,651.50","2,646.21","2,651.65","2,644.10","-","0.55%"
"Dec 07, 2017","2,636.98","2,628.38","2,640.99","2,626.53","-","0.29%"
"Dec 06, 2017","2,629.27","2,626.24","2,634.41","2,624.75","-","-0.01%"
"Dec 05, 2017","2,629.57","2,639.78","2,648.72","2,627.73","-","-0.37%"
"Dec 04, 2017","2,639.44","2,657.19","2,665.19","2,639.03","-","-0.11%"
"Dec 01, 2017","2,642.22","2,645.10","2,650.62","2,605.52","-","-0.20%"
"Nov 30, 2017","2,647.58","2,633.93","2,657.74","2,633.93","-","0.82%"
"Nov 29, 2017","2,626.07","2,627.82","2,634.89","2,620.32","-","-0.04%"
"Nov 28, 2017","2,627.04","2,605.94","2,627.69","2,605.44","-","0.98%"
"Nov 27, 2017","2,601.42","2,602.66","2,606.41","2,598.87","-","-0.04%"
"Nov 24, 2017","2,602.42","2,600.42","2,604.21","2,600.42","-","0.21%"
"Nov 22, 2017","2,597.08","2,600.31","2,600.94","2,595.23","-","-0.08%"
"Nov 21, 2017","2,599.03","2,589.17","2,601.19","2,589.17","-","0.65%"
"Nov 20, 2017","2,582.14","2,579.49","2,584.64","2,578.24","-","0.13%"
"Nov 17, 2017","2,578.85","2,582.94","2,583.96","2,577.62","-","-0.26%"
"Nov 16, 2017","2,585.64","2,572.95","2,590.09","2,572.95","-","0.82%"
"Nov 15, 2017","2,564.62","2,569.45","2,572.84","2,557.45","-","-0.55%"
"Nov 14, 2017","2,578.87","2,577.75","2,579.66","2,566.56","-","-0.23%"
"Nov 13, 2017","2,584.84","2,576.53","2,587.66","2,574.48","-","0.10%"
"Nov 10, 2017","2,582.30","2,580.18","2,583.81","2,575.57","-","-0.09%"
"Nov 09, 2017","2,584.62","2,584.00","2,586.50","2,566.33","-","-0.38%"
"Nov 08, 2017","2,594.38","2,588.71","2,595.47","2,585.02","-","0.14%"
"Nov 07, 2017","2,590.64","2,592.11","2,597.02","2,584.35","-","-0.02%"
"Nov 06, 2017","2,591.13","2,587.47","2,593.38","2,585.66","-","0.13%"
"Nov 03, 2017","2,587.84","2,581.93","2,588.42","2,576.77","-","0.31%"
"Nov 02, 2017","2,579.85","2,579.46","2,581.11","2,566.17","-","0.02%"
"Nov 01, 2017","2,579.36","2,583.21","2,588.40","2,574.92","-","0.16%"
"Oct 31, 2017","2,575.26","2,575.99","2,578.29","2,572.15","-","0.09%"
"Oct 30, 2017","2,572.83","2,577.75","2,580.03","2,568.25","-","-0.32%"
"Oct 27, 2017","2,581.07","2,570.26","2,582.98","2,565.94","-","0.81%"
"Oct 26, 2017","2,560.40","2,560.08","2,567.07","2,559.80","-","0.13%"
"Oct 25, 2017","2,557.15","2,566.52","2,567.40","2,544.00","-","-0.47%"
"Oct 24, 2017","2,569.13","2,568.66","2,572.18","2,565.58","-","0.16%"
"Oct 23, 2017","2,564.98","2,578.08","2,578.29","2,564.33","-","-0.40%"
"Oct 20, 2017","2,575.21","2,567.56","2,575.44","2,567.56","-","0.51%"
"Oct 19, 2017","2,562.10","2,553.39","2,562.36","2,547.92","-","0.03%"
"Oct 18, 2017","2,561.26","2,562.87","2,564.11","2,559.67","-","0.07%"
"Oct 17, 2017","2,559.36","2,557.17","2,559.71","2,554.69","-","0.07%"
"Oct 16, 2017","2,557.64","2,555.57","2,559.47","2,552.64","-","0.18%"
"Oct 13, 2017","2,553.17","2,555.66","2,557.65","2,552.09","-","0.09%"
"Oct 12, 2017","2,550.93","2,552.88","2,555.33","2,548.31","-","-0.17%"
"Oct 11, 2017","2,555.24","2,550.62","2,555.24","2,547.95","-","0.18%"
"Oct 10, 2017","2,550.64","2,549.99","2,555.23","2,544.86","-","0.23%"
"Oct 09, 2017","2,544.73","2,551.39","2,551.82","2,541.60","-","-0.18%"
"Oct 06, 2017","2,549.33","2,547.44","2,549.41","2,543.79","-","-0.11%"
